Question,Category,SubCategory
China Chinese Denmark Danish,syntatic,: gram6-nationality-adjective
China Chinese Egypt Egyptian,syntatic,: gram6-nationality-adjective
China Chinese England English,syntatic,: gram6-nationality-adjective
China Chinese France French,syntatic,: gram6-nationality-adjective
China Chinese Germany German,syntatic,: gram6-nationality-adjective
China Chinese Greece Greek,syntatic,: gram6-nationality-adjective
China Chinese Iceland Icelandic,syntatic,: gram6-nationality-adjective
China Chinese India Indian,syntatic,: gram6-nationality-adjective
China Chinese Ireland Irish,syntatic,: gram6-nationality-adjective
China Chinese Israel Israeli,syntatic,: gram6-nationality-adjective
China Chinese Italy Italian,syntatic,: gram6-nationality-adjective
China Chinese Japan Japanese,syntatic,: gram6-nationality-adjective
China Chinese Korea Korean,syntatic,: gram6-nationality-adjective
China Chinese Macedonia Macedonian,syntatic,: gram6-nationality-adjective
China Chinese Malta Maltese,syntatic,: gram6-nationality-adjective
China Chinese Mexico Mexican,syntatic,: gram6-nationality-adjective
China Chinese Moldova Moldovan,syntatic,: gram6-nationality-adjective
China Chinese Netherlands Dutch,syntatic,: gram6-nationality-adjective
China Chinese Norway Norwegian,syntatic,: gram6-nationality-adjective
China Chinese Peru Peruvian,syntatic,: gram6-nationality-adjective
China Chinese Poland Polish,syntatic,: gram6-nationality-adjective
China Chinese Portugal Portuguese,syntatic,: gram6-nationality-adjective
China Chinese Russia Russian,syntatic,: gram6-nationality-adjective
China Chinese Slovakia Slovakian,syntatic,: gram6-nationality-adjective
China Chinese Spain Spanish,syntatic,: gram6-nationality-adjective
China Chinese Sweden Swedish,syntatic,: gram6-nationality-adjective
China Chinese Switzerland Swiss,syntatic,: gram6-nationality-adjective
China Chinese Thailand Thai,syntatic,: gram6-nationality-adjective
China Chinese Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
China Chinese Albania Albanian,syntatic,: gram6-nationality-adjective
China Chinese Argentina Argentinean,syntatic,: gram6-nationality-adjective
China Chinese Australia Australian,syntatic,: gram6-nationality-adjective
China Chinese Austria Austrian,syntatic,: gram6-nationality-adjective
China Chinese Belarus Belorussian,syntatic,: gram6-nationality-adjective
China Chinese Brazil Brazilian,syntatic,: gram6-nationality-adjective
China Chinese Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
China Chinese Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Colombia Colombian Croatia Croatian,syntatic,: gram6-nationality-adjective
Colombia Colombian Denmark Danish,syntatic,: gram6-nationality-adjective
Colombia Colombian Egypt Egyptian,syntatic,: gram6-nationality-adjective
Colombia Colombian England English,syntatic,: gram6-nationality-adjective
Colombia Colombian France French,syntatic,: gram6-nationality-adjective
Colombia Colombian Germany German,syntatic,: gram6-nationality-adjective
Colombia Colombian Greece Greek,syntatic,: gram6-nationality-adjective
Colombia Colombian Iceland Icelandic,syntatic,: gram6-nationality-adjective
Colombia Colombian India Indian,syntatic,: gram6-nationality-adjective
Colombia Colombian Ireland Irish,syntatic,: gram6-nationality-adjective
Colombia Colombian Israel Israeli,syntatic,: gram6-nationality-adjective
Colombia Colombian Italy Italian,syntatic,: gram6-nationality-adjective
Colombia Colombian Japan Japanese,syntatic,: gram6-nationality-adjective
Colombia Colombian Korea Korean,syntatic,: gram6-nationality-adjective
Colombia Colombian Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Colombia Colombian Malta Maltese,syntatic,: gram6-nationality-adjective
Colombia Colombian Mexico Mexican,syntatic,: gram6-nationality-adjective
Colombia Colombian Moldova Moldovan,syntatic,: gram6-nationality-adjective
Colombia Colombian Netherlands Dutch,syntatic,: gram6-nationality-adjective
Colombia Colombian Norway Norwegian,syntatic,: gram6-nationality-adjective
Colombia Colombian Peru Peruvian,syntatic,: gram6-nationality-adjective
Colombia Colombian Poland Polish,syntatic,: gram6-nationality-adjective
Colombia Colombian Portugal Portuguese,syntatic,: gram6-nationality-adjective
Colombia Colombian Russia Russian,syntatic,: gram6-nationality-adjective
Colombia Colombian Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Colombia Colombian Spain Spanish,syntatic,: gram6-nationality-adjective
Colombia Colombian Sweden Swedish,syntatic,: gram6-nationality-adjective
Colombia Colombian Switzerland Swiss,syntatic,: gram6-nationality-adjective
Colombia Colombian Thailand Thai,syntatic,: gram6-nationality-adjective
Colombia Colombian Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Colombia Colombian Albania Albanian,syntatic,: gram6-nationality-adjective
Colombia Colombian Argentina Argentinean,syntatic,: gram6-nationality-adjective
Colombia Colombian Australia Australian,syntatic,: gram6-nationality-adjective
Colombia Colombian Austria Austrian,syntatic,: gram6-nationality-adjective
Colombia Colombian Belarus Belorussian,syntatic,: gram6-nationality-adjective
Colombia Colombian Brazil Brazilian,syntatic,: gram6-nationality-adjective
Colombia Colombian Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Colombia Colombian Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Colombia Colombian Chile Chilean,syntatic,: gram6-nationality-adjective
Croatia Croatian Denmark Danish,syntatic,: gram6-nationality-adjective
Croatia Croatian Egypt Egyptian,syntatic,: gram6-nationality-adjective
Croatia Croatian England English,syntatic,: gram6-nationality-adjective
Croatia Croatian France French,syntatic,: gram6-nationality-adjective
Croatia Croatian Germany German,syntatic,: gram6-nationality-adjective
Croatia Croatian Greece Greek,syntatic,: gram6-nationality-adjective
Croatia Croatian Iceland Icelandic,syntatic,: gram6-nationality-adjective
Croatia Croatian India Indian,syntatic,: gram6-nationality-adjective
Croatia Croatian Ireland Irish,syntatic,: gram6-nationality-adjective
Croatia Croatian Israel Israeli,syntatic,: gram6-nationality-adjective
Croatia Croatian Italy Italian,syntatic,: gram6-nationality-adjective
Croatia Croatian Japan Japanese,syntatic,: gram6-nationality-adjective
Croatia Croatian Korea Korean,syntatic,: gram6-nationality-adjective
Croatia Croatian Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Croatia Croatian Malta Maltese,syntatic,: gram6-nationality-adjective
Croatia Croatian Mexico Mexican,syntatic,: gram6-nationality-adjective
Croatia Croatian Moldova Moldovan,syntatic,: gram6-nationality-adjective
Croatia Croatian Netherlands Dutch,syntatic,: gram6-nationality-adjective
Croatia Croatian Norway Norwegian,syntatic,: gram6-nationality-adjective
Croatia Croatian Peru Peruvian,syntatic,: gram6-nationality-adjective
Croatia Croatian Poland Polish,syntatic,: gram6-nationality-adjective
Croatia Croatian Portugal Portuguese,syntatic,: gram6-nationality-adjective
Croatia Croatian Russia Russian,syntatic,: gram6-nationality-adjective
Croatia Croatian Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Croatia Croatian Spain Spanish,syntatic,: gram6-nationality-adjective
Croatia Croatian Sweden Swedish,syntatic,: gram6-nationality-adjective
Croatia Croatian Switzerland Swiss,syntatic,: gram6-nationality-adjective
Croatia Croatian Thailand Thai,syntatic,: gram6-nationality-adjective
Croatia Croatian Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Croatia Croatian Albania Albanian,syntatic,: gram6-nationality-adjective
Croatia Croatian Argentina Argentinean,syntatic,: gram6-nationality-adjective
Croatia Croatian Australia Australian,syntatic,: gram6-nationality-adjective
Croatia Croatian Austria Austrian,syntatic,: gram6-nationality-adjective
Croatia Croatian Belarus Belorussian,syntatic,: gram6-nationality-adjective
Croatia Croatian Brazil Brazilian,syntatic,: gram6-nationality-adjective
Croatia Croatian Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Croatia Croatian Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Croatia Croatian Chile Chilean,syntatic,: gram6-nationality-adjective
Croatia Croatian China Chinese,syntatic,: gram6-nationality-adjective
Denmark Danish Egypt Egyptian,syntatic,: gram6-nationality-adjective
Denmark Danish England English,syntatic,: gram6-nationality-adjective
Denmark Danish France French,syntatic,: gram6-nationality-adjective
Denmark Danish Germany German,syntatic,: gram6-nationality-adjective
Denmark Danish Greece Greek,syntatic,: gram6-nationality-adjective
Denmark Danish Iceland Icelandic,syntatic,: gram6-nationality-adjective
Denmark Danish India Indian,syntatic,: gram6-nationality-adjective
Denmark Danish Ireland Irish,syntatic,: gram6-nationality-adjective
Denmark Danish Israel Israeli,syntatic,: gram6-nationality-adjective
Denmark Danish Italy Italian,syntatic,: gram6-nationality-adjective
Denmark Danish Japan Japanese,syntatic,: gram6-nationality-adjective
Denmark Danish Korea Korean,syntatic,: gram6-nationality-adjective
Denmark Danish Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Denmark Danish Malta Maltese,syntatic,: gram6-nationality-adjective
Denmark Danish Mexico Mexican,syntatic,: gram6-nationality-adjective
Denmark Danish Moldova Moldovan,syntatic,: gram6-nationality-adjective
Denmark Danish Netherlands Dutch,syntatic,: gram6-nationality-adjective
Denmark Danish Norway Norwegian,syntatic,: gram6-nationality-adjective
Denmark Danish Peru Peruvian,syntatic,: gram6-nationality-adjective
Denmark Danish Poland Polish,syntatic,: gram6-nationality-adjective
Denmark Danish Portugal Portuguese,syntatic,: gram6-nationality-adjective
Denmark Danish Russia Russian,syntatic,: gram6-nationality-adjective
Denmark Danish Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Denmark Danish Spain Spanish,syntatic,: gram6-nationality-adjective
Denmark Danish Sweden Swedish,syntatic,: gram6-nationality-adjective
Denmark Danish Switzerland Swiss,syntatic,: gram6-nationality-adjective
Denmark Danish Thailand Thai,syntatic,: gram6-nationality-adjective
Denmark Danish Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Denmark Danish Albania Albanian,syntatic,: gram6-nationality-adjective
Denmark Danish Argentina Argentinean,syntatic,: gram6-nationality-adjective
Denmark Danish Australia Australian,syntatic,: gram6-nationality-adjective
Denmark Danish Austria Austrian,syntatic,: gram6-nationality-adjective
Denmark Danish Belarus Belorussian,syntatic,: gram6-nationality-adjective
Denmark Danish Brazil Brazilian,syntatic,: gram6-nationality-adjective
Denmark Danish Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Denmark Danish Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Denmark Danish Chile Chilean,syntatic,: gram6-nationality-adjective
Denmark Danish China Chinese,syntatic,: gram6-nationality-adjective
Denmark Danish Colombia Colombian,syntatic,: gram6-nationality-adjective
Egypt Egyptian England English,syntatic,: gram6-nationality-adjective
Egypt Egyptian France French,syntatic,: gram6-nationality-adjective
Egypt Egyptian Germany German,syntatic,: gram6-nationality-adjective
Egypt Egyptian Greece Greek,syntatic,: gram6-nationality-adjective
Egypt Egyptian Iceland Icelandic,syntatic,: gram6-nationality-adjective
Egypt Egyptian India Indian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Ireland Irish,syntatic,: gram6-nationality-adjective
Egypt Egyptian Israel Israeli,syntatic,: gram6-nationality-adjective
Egypt Egyptian Italy Italian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Japan Japanese,syntatic,: gram6-nationality-adjective
Egypt Egyptian Korea Korean,syntatic,: gram6-nationality-adjective
Egypt Egyptian Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Malta Maltese,syntatic,: gram6-nationality-adjective
Egypt Egyptian Mexico Mexican,syntatic,: gram6-nationality-adjective
Egypt Egyptian Moldova Moldovan,syntatic,: gram6-nationality-adjective
Egypt Egyptian Netherlands Dutch,syntatic,: gram6-nationality-adjective
Egypt Egyptian Norway Norwegian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Peru Peruvian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Poland Polish,syntatic,: gram6-nationality-adjective
Egypt Egyptian Portugal Portuguese,syntatic,: gram6-nationality-adjective
Egypt Egyptian Russia Russian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Spain Spanish,syntatic,: gram6-nationality-adjective
Egypt Egyptian Sweden Swedish,syntatic,: gram6-nationality-adjective
Egypt Egyptian Switzerland Swiss,syntatic,: gram6-nationality-adjective
Egypt Egyptian Thailand Thai,syntatic,: gram6-nationality-adjective
Egypt Egyptian Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Albania Albanian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Argentina Argentinean,syntatic,: gram6-nationality-adjective
Egypt Egyptian Australia Australian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Austria Austrian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Belarus Belorussian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Brazil Brazilian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Chile Chilean,syntatic,: gram6-nationality-adjective
Egypt Egyptian China Chinese,syntatic,: gram6-nationality-adjective
Egypt Egyptian Colombia Colombian,syntatic,: gram6-nationality-adjective
Egypt Egyptian Croatia Croatian,syntatic,: gram6-nationality-adjective
England English France French,syntatic,: gram6-nationality-adjective
England English Germany German,syntatic,: gram6-nationality-adjective
England English Greece Greek,syntatic,: gram6-nationality-adjective
England English Iceland Icelandic,syntatic,: gram6-nationality-adjective
England English India Indian,syntatic,: gram6-nationality-adjective
England English Ireland Irish,syntatic,: gram6-nationality-adjective
England English Israel Israeli,syntatic,: gram6-nationality-adjective
England English Italy Italian,syntatic,: gram6-nationality-adjective
England English Japan Japanese,syntatic,: gram6-nationality-adjective
England English Korea Korean,syntatic,: gram6-nationality-adjective
England English Macedonia Macedonian,syntatic,: gram6-nationality-adjective
England English Malta Maltese,syntatic,: gram6-nationality-adjective
England English Mexico Mexican,syntatic,: gram6-nationality-adjective
England English Moldova Moldovan,syntatic,: gram6-nationality-adjective
England English Netherlands Dutch,syntatic,: gram6-nationality-adjective
England English Norway Norwegian,syntatic,: gram6-nationality-adjective
England English Peru Peruvian,syntatic,: gram6-nationality-adjective
England English Poland Polish,syntatic,: gram6-nationality-adjective
England English Portugal Portuguese,syntatic,: gram6-nationality-adjective
England English Russia Russian,syntatic,: gram6-nationality-adjective
England English Slovakia Slovakian,syntatic,: gram6-nationality-adjective
England English Spain Spanish,syntatic,: gram6-nationality-adjective
England English Sweden Swedish,syntatic,: gram6-nationality-adjective
England English Switzerland Swiss,syntatic,: gram6-nationality-adjective
England English Thailand Thai,syntatic,: gram6-nationality-adjective
England English Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
England English Albania Albanian,syntatic,: gram6-nationality-adjective
England English Argentina Argentinean,syntatic,: gram6-nationality-adjective
England English Australia Australian,syntatic,: gram6-nationality-adjective
England English Austria Austrian,syntatic,: gram6-nationality-adjective
England English Belarus Belorussian,syntatic,: gram6-nationality-adjective
England English Brazil Brazilian,syntatic,: gram6-nationality-adjective
England English Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
England English Cambodia Cambodian,syntatic,: gram6-nationality-adjective
England English Chile Chilean,syntatic,: gram6-nationality-adjective
England English China Chinese,syntatic,: gram6-nationality-adjective
England English Colombia Colombian,syntatic,: gram6-nationality-adjective
England English Croatia Croatian,syntatic,: gram6-nationality-adjective
England English Denmark Danish,syntatic,: gram6-nationality-adjective
France French Germany German,syntatic,: gram6-nationality-adjective
France French Greece Greek,syntatic,: gram6-nationality-adjective
France French Iceland Icelandic,syntatic,: gram6-nationality-adjective
France French India Indian,syntatic,: gram6-nationality-adjective
France French Ireland Irish,syntatic,: gram6-nationality-adjective
France French Israel Israeli,syntatic,: gram6-nationality-adjective
France French Italy Italian,syntatic,: gram6-nationality-adjective
France French Japan Japanese,syntatic,: gram6-nationality-adjective
France French Korea Korean,syntatic,: gram6-nationality-adjective
France French Macedonia Macedonian,syntatic,: gram6-nationality-adjective
France French Malta Maltese,syntatic,: gram6-nationality-adjective
France French Mexico Mexican,syntatic,: gram6-nationality-adjective
France French Moldova Moldovan,syntatic,: gram6-nationality-adjective
France French Netherlands Dutch,syntatic,: gram6-nationality-adjective
France French Norway Norwegian,syntatic,: gram6-nationality-adjective
France French Peru Peruvian,syntatic,: gram6-nationality-adjective
France French Poland Polish,syntatic,: gram6-nationality-adjective
France French Portugal Portuguese,syntatic,: gram6-nationality-adjective
France French Russia Russian,syntatic,: gram6-nationality-adjective
France French Slovakia Slovakian,syntatic,: gram6-nationality-adjective
France French Spain Spanish,syntatic,: gram6-nationality-adjective
France French Sweden Swedish,syntatic,: gram6-nationality-adjective
France French Switzerland Swiss,syntatic,: gram6-nationality-adjective
France French Thailand Thai,syntatic,: gram6-nationality-adjective
France French Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
France French Albania Albanian,syntatic,: gram6-nationality-adjective
France French Argentina Argentinean,syntatic,: gram6-nationality-adjective
France French Australia Australian,syntatic,: gram6-nationality-adjective
France French Austria Austrian,syntatic,: gram6-nationality-adjective
France French Belarus Belorussian,syntatic,: gram6-nationality-adjective
France French Brazil Brazilian,syntatic,: gram6-nationality-adjective
France French Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
France French Cambodia Cambodian,syntatic,: gram6-nationality-adjective
France French Chile Chilean,syntatic,: gram6-nationality-adjective
France French China Chinese,syntatic,: gram6-nationality-adjective
France French Colombia Colombian,syntatic,: gram6-nationality-adjective
France French Croatia Croatian,syntatic,: gram6-nationality-adjective
France French Denmark Danish,syntatic,: gram6-nationality-adjective
France French Egypt Egyptian,syntatic,: gram6-nationality-adjective
Germany German Greece Greek,syntatic,: gram6-nationality-adjective
Germany German Iceland Icelandic,syntatic,: gram6-nationality-adjective
Germany German India Indian,syntatic,: gram6-nationality-adjective
Germany German Ireland Irish,syntatic,: gram6-nationality-adjective
Germany German Israel Israeli,syntatic,: gram6-nationality-adjective
Germany German Italy Italian,syntatic,: gram6-nationality-adjective
Germany German Japan Japanese,syntatic,: gram6-nationality-adjective
Germany German Korea Korean,syntatic,: gram6-nationality-adjective
Germany German Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Germany German Malta Maltese,syntatic,: gram6-nationality-adjective
Germany German Mexico Mexican,syntatic,: gram6-nationality-adjective
Germany German Moldova Moldovan,syntatic,: gram6-nationality-adjective
Germany German Netherlands Dutch,syntatic,: gram6-nationality-adjective
Germany German Norway Norwegian,syntatic,: gram6-nationality-adjective
Germany German Peru Peruvian,syntatic,: gram6-nationality-adjective
Germany German Poland Polish,syntatic,: gram6-nationality-adjective
Germany German Portugal Portuguese,syntatic,: gram6-nationality-adjective
Germany German Russia Russian,syntatic,: gram6-nationality-adjective
Germany German Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Germany German Spain Spanish,syntatic,: gram6-nationality-adjective
Germany German Sweden Swedish,syntatic,: gram6-nationality-adjective
Germany German Switzerland Swiss,syntatic,: gram6-nationality-adjective
Germany German Thailand Thai,syntatic,: gram6-nationality-adjective
Germany German Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Germany German Albania Albanian,syntatic,: gram6-nationality-adjective
Germany German Argentina Argentinean,syntatic,: gram6-nationality-adjective
Germany German Australia Australian,syntatic,: gram6-nationality-adjective
Germany German Austria Austrian,syntatic,: gram6-nationality-adjective
Germany German Belarus Belorussian,syntatic,: gram6-nationality-adjective
Germany German Brazil Brazilian,syntatic,: gram6-nationality-adjective
Germany German Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Germany German Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Germany German Chile Chilean,syntatic,: gram6-nationality-adjective
Germany German China Chinese,syntatic,: gram6-nationality-adjective
Germany German Colombia Colombian,syntatic,: gram6-nationality-adjective
Germany German Croatia Croatian,syntatic,: gram6-nationality-adjective
Germany German Denmark Danish,syntatic,: gram6-nationality-adjective
Germany German Egypt Egyptian,syntatic,: gram6-nationality-adjective
Germany German England English,syntatic,: gram6-nationality-adjective
Greece Greek Iceland Icelandic,syntatic,: gram6-nationality-adjective
Greece Greek India Indian,syntatic,: gram6-nationality-adjective
Greece Greek Ireland Irish,syntatic,: gram6-nationality-adjective
Greece Greek Israel Israeli,syntatic,: gram6-nationality-adjective
Greece Greek Italy Italian,syntatic,: gram6-nationality-adjective
Greece Greek Japan Japanese,syntatic,: gram6-nationality-adjective
Greece Greek Korea Korean,syntatic,: gram6-nationality-adjective
Greece Greek Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Greece Greek Malta Maltese,syntatic,: gram6-nationality-adjective
Greece Greek Mexico Mexican,syntatic,: gram6-nationality-adjective
Greece Greek Moldova Moldovan,syntatic,: gram6-nationality-adjective
Greece Greek Netherlands Dutch,syntatic,: gram6-nationality-adjective
Greece Greek Norway Norwegian,syntatic,: gram6-nationality-adjective
Greece Greek Peru Peruvian,syntatic,: gram6-nationality-adjective
Greece Greek Poland Polish,syntatic,: gram6-nationality-adjective
Greece Greek Portugal Portuguese,syntatic,: gram6-nationality-adjective
Greece Greek Russia Russian,syntatic,: gram6-nationality-adjective
Greece Greek Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Greece Greek Spain Spanish,syntatic,: gram6-nationality-adjective
Greece Greek Sweden Swedish,syntatic,: gram6-nationality-adjective
Greece Greek Switzerland Swiss,syntatic,: gram6-nationality-adjective
Greece Greek Thailand Thai,syntatic,: gram6-nationality-adjective
Greece Greek Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Greece Greek Albania Albanian,syntatic,: gram6-nationality-adjective
Greece Greek Argentina Argentinean,syntatic,: gram6-nationality-adjective
Greece Greek Australia Australian,syntatic,: gram6-nationality-adjective
Greece Greek Austria Austrian,syntatic,: gram6-nationality-adjective
Greece Greek Belarus Belorussian,syntatic,: gram6-nationality-adjective
Greece Greek Brazil Brazilian,syntatic,: gram6-nationality-adjective
Greece Greek Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Greece Greek Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Greece Greek Chile Chilean,syntatic,: gram6-nationality-adjective
Greece Greek China Chinese,syntatic,: gram6-nationality-adjective
Greece Greek Colombia Colombian,syntatic,: gram6-nationality-adjective
Greece Greek Croatia Croatian,syntatic,: gram6-nationality-adjective
Greece Greek Denmark Danish,syntatic,: gram6-nationality-adjective
Greece Greek Egypt Egyptian,syntatic,: gram6-nationality-adjective
Greece Greek England English,syntatic,: gram6-nationality-adjective
Greece Greek France French,syntatic,: gram6-nationality-adjective
Iceland Icelandic India Indian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Ireland Irish,syntatic,: gram6-nationality-adjective
Iceland Icelandic Israel Israeli,syntatic,: gram6-nationality-adjective
Iceland Icelandic Italy Italian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Japan Japanese,syntatic,: gram6-nationality-adjective
Iceland Icelandic Korea Korean,syntatic,: gram6-nationality-adjective
Iceland Icelandic Macedonia Macedonian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Malta Maltese,syntatic,: gram6-nationality-adjective
Iceland Icelandic Mexico Mexican,syntatic,: gram6-nationality-adjective
Iceland Icelandic Moldova Moldovan,syntatic,: gram6-nationality-adjective
Iceland Icelandic Netherlands Dutch,syntatic,: gram6-nationality-adjective
Iceland Icelandic Norway Norwegian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Peru Peruvian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Poland Polish,syntatic,: gram6-nationality-adjective
Iceland Icelandic Portugal Portuguese,syntatic,: gram6-nationality-adjective
Iceland Icelandic Russia Russian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Slovakia Slovakian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Spain Spanish,syntatic,: gram6-nationality-adjective
Iceland Icelandic Sweden Swedish,syntatic,: gram6-nationality-adjective
Iceland Icelandic Switzerland Swiss,syntatic,: gram6-nationality-adjective
Iceland Icelandic Thailand Thai,syntatic,: gram6-nationality-adjective
Iceland Icelandic Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Albania Albanian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Argentina Argentinean,syntatic,: gram6-nationality-adjective
Iceland Icelandic Australia Australian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Austria Austrian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Belarus Belorussian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Brazil Brazilian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Cambodia Cambodian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Chile Chilean,syntatic,: gram6-nationality-adjective
Iceland Icelandic China Chinese,syntatic,: gram6-nationality-adjective
Iceland Icelandic Colombia Colombian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Croatia Croatian,syntatic,: gram6-nationality-adjective
Iceland Icelandic Denmark Danish,syntatic,: gram6-nationality-adjective
Iceland Icelandic Egypt Egyptian,syntatic,: gram6-nationality-adjective
Iceland Icelandic England English,syntatic,: gram6-nationality-adjective
Iceland Icelandic France French,syntatic,: gram6-nationality-adjective
Iceland Icelandic Germany German,syntatic,: gram6-nationality-adjective
India Indian Ireland Irish,syntatic,: gram6-nationality-adjective
India Indian Israel Israeli,syntatic,: gram6-nationality-adjective
India Indian Italy Italian,syntatic,: gram6-nationality-adjective
India Indian Japan Japanese,syntatic,: gram6-nationality-adjective
India Indian Korea Korean,syntatic,: gram6-nationality-adjective
India Indian Macedonia Macedonian,syntatic,: gram6-nationality-adjective
India Indian Malta Maltese,syntatic,: gram6-nationality-adjective
India Indian Mexico Mexican,syntatic,: gram6-nationality-adjective
India Indian Moldova Moldovan,syntatic,: gram6-nationality-adjective
India Indian Netherlands Dutch,syntatic,: gram6-nationality-adjective
India Indian Norway Norwegian,syntatic,: gram6-nationality-adjective
India Indian Peru Peruvian,syntatic,: gram6-nationality-adjective
India Indian Poland Polish,syntatic,: gram6-nationality-adjective
India Indian Portugal Portuguese,syntatic,: gram6-nationality-adjective
India Indian Russia Russian,syntatic,: gram6-nationality-adjective
India Indian Slovakia Slovakian,syntatic,: gram6-nationality-adjective
India Indian Spain Spanish,syntatic,: gram6-nationality-adjective
India Indian Sweden Swedish,syntatic,: gram6-nationality-adjective
India Indian Switzerland Swiss,syntatic,: gram6-nationality-adjective
India Indian Thailand Thai,syntatic,: gram6-nationality-adjective
India Indian Ukraine Ukrainian,syntatic,: gram6-nationality-adjective
India Indian Albania Albanian,syntatic,: gram6-nationality-adjective
India Indian Argentina Argentinean,syntatic,: gram6-nationality-adjective
India Indian Australia Australian,syntatic,: gram6-nationality-adjective
India Indian Austria Austrian,syntatic,: gram6-nationality-adjective
India Indian Belarus Belorussian,syntatic,: gram6-nationality-adjective
India Indian Brazil Brazilian,syntatic,: gram6-nationality-adjective
India Indian Bulgaria Bulgarian,syntatic,: gram6-nationality-adjective
India Indian Cambodia Cambodian,syntatic,: gram6-nationality-adjective
India Indian Chile Chilean,syntatic,: gram6-nationality-adjective
India Indian China Chinese,syntatic,: gram6-nationality-adjective
India Indian Colombia Colombian,syntatic,: gram6-nationality-adjective
India Indian Croatia Croatian,syntatic,: gram6-nationality-adjective
India Indian Denmark Danish,syntatic,: gram6-nationality-adjective
India Indian Egypt Egyptian,syntatic,: gram6-nationality-adjective
India Indian England English,syntatic,: gram6-nationality-adjective
India Indian France French,syntatic,: gram6-nationality-adjective
India Indian Germany German,syntatic,: gram6-nationality-adjective
India Indian Greece Greek,syntatic,: gram6-nationality-adjective
Ireland Irish Israel Israeli,syntatic,: gram6-nationality-adjective
Ireland Irish Italy Italian,syntatic,: gram6-nationality-adjective
Ireland Irish Japan Japanese,syntatic,: gram6-nationality-adjective
Ireland Irish Korea Korean,syntatic,: gram6-nationality-adjective
Ireland Irish Macedonia Macedonian,syntatic,: gram6-nationality-adjective
